tile_id,caption_lr,caption_sr,caption_gt,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0000,a black and white image of a man with a beard,aerial view of the lake,aerial view of a farm in the countryside,0.18181818181818182,0.43904930887522114,0.2105263157894737,0.6153846153846154,0.07244081925041986,0.5193879933129156
tile_0001,a white and black cat,an aerial view of a lake and a road,a large field with a road going through it,0.08986579282344431,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0,0.07780894359285004
tile_0002,a white and black cat,a satellite image of a lake in the middle of a green field,an aerial view of the river and surrounding farmland,0.08986579282344431,0.15384615384615385,0.14285714285714285,0.18181818181818185,0.09269789668627057,0.17378935844289217
tile_0003,a black and white photo of a person ' s face,an aerial view of a field with a road,aerial view of a field,0.18181818181818182,0.5555555555555556,0.26666666666666666,0.7142857142857143,0.1059921313509325,0.6348087971775132
tile_0004,a white house with a green roof,an aerial view of a road and a field,an aerial view of the site of the former estate,0.0,0.39770636302860873,0.0,0.4210526315789474,0.0,0.3477492453816745
tile_0005,a green leaf with white flowers,an aerial view of a house in the middle of a field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0006,a white and black cat sitting on a green chair,an aerial view of the site of the proposed site,aerial view of the fields and fields of the countryside,0.10000000000000002,0.6,0.10000000000000002,0.6,0.04692402084245643,0.45762416226963243
tile_0007,a city with lots of buildings and trees,"an aerial view of the city of fort, texas",an aerial view of a small town,0.25,0.4444444444444444,0.26666666666666666,0.5,0.0845798608014702,0.45936277407082354
tile_0008,a black and white photo of a city,a map of the city of edmonton,an aerial view of a small town in the democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic,0.049227918801048515,0.05800083567283401,0.13793103448275862,0.21428571428571427,0.017527374753581917,0.052548972223450195
tile_0009,an aerial view of a city with a red car,an aerial view of the site of the former building,an aerial view of a small town,0.5,0.4,0.588235294117647,0.47058823529411764,0.41120705506761873,0.388554144665772
tile_0010,a man in a suit and tie is standing in front of a camera,an aerial view of the site of the proposed new school,an aerial view of a rural area,0.14285714285714285,0.36363636363636365,0.19047619047619047,0.4444444444444444,0.061005457719230355,0.37134327575442994
tile_0011,a close up of a purple flower,an aerial view of the site of the site,aerial view of the site of the battle of the sommeer,0.08067401742967989,0.622795757824184,0.1111111111111111,0.7000000000000001,0.16608457334706025,0.8014085606669208
tile_0012,a cell with a cell in the middle,aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.3309363384692233,0.4444444444444444,0.35294117647058826,0.4444444444444444,0.14438355527738672,0.3901052651831878
tile_0013,a black and white dog is looking up at the camera,aerial view of the fields,aerial view of the fields,0.0909090909090909,1.0,0.12500000000000003,1.0,0.07734781234369076,1.0000000000000002
tile_0014,a black and white cat is looking at the camera,aerial view of the road,aerial view of the fields,0.10000000000000002,0.8,0.13333333333333333,0.8000000000000002,0.08176804146599938,0.6694188517266485
tile_0015,a green and white mosaic tile,a satellite image of a road in the middle of a green field,an aerial view of the farm and fields,0.11942188509563156,0.15384615384615385,0.14285714285714288,0.1904761904761905,0.08704446792504217,0.18576795947976335
tile_0016,a purple vase sitting on top of a table,an aerial view of the site of the proposed site,an aerial view of a farm in the countryside,0.2222222222222222,0.5,0.2222222222222222,0.5263157894736842,0.07244081925041986,0.46348639791287216
tile_0017,a black cat is sitting on a green surface,aerial view of the fields,aerial view of the fields,0.0,1.0,0.0,1.0,0.0,1.0000000000000002
tile_0018,a green diamond,a green patch of land with a small patch of land in the middle,a road that is winding through the countryside,0.06295853427918728,0.14285714285714285,0.18181818181818182,0.18181818181818182,0.0,0.04743492331868173
tile_0019,a close up of a green plant with a blur,an aerial view of the wetlands and wetlands,an aerial view of a vineyard in the hills,0.2,0.5515605641153721,0.2105263157894737,0.5882352941176471,0.07244081925041986,0.392181175971253
tile_0020,a cell with a cell membrane,a green and purple algae in the ocean,a large pond surrounded by trees in the middle of a forest,0.12262648039048077,0.22744899739223753,0.2222222222222222,0.3,0.0,0.1375436045558623
tile_0021,a black and white photo of a flower,an aerial view of the land in the middle of the island,a large area with a lot of green grass,0.3309363384692233,0.08333333333333333,0.35294117647058826,0.09523809523809525,0.0845798608014702,0.09349477497536718
tile_0022,a blur of a bird in a tree,an aerial view of the site of the former military base,an aerial view of a farm and fields,0.25,0.36363636363636365,0.25,0.4210526315789474,0.09349477497536716,0.3323458151044596
tile_0023,a blur of a car driving down a road,an aerial view of a farm and farm land,an aerial view of a train passing through a rural area,0.26691246763893595,0.44485411273156,0.3,0.5,0.07397129483465995,0.2696966599826407
tile_0024,an aerial view of a house in the suburbs,an aerial view of the site of the former school,an aerial view of a farm and a road,0.5555555555555556,0.4,0.5555555555555556,0.4210526315789474,0.368023208756115,0.3477492453816745
tile_0025,a satellite image of the city of new orleans,a satellite image of the city of winnipeg,an aerial view of a small town,0.2222222222222222,0.25,0.25,0.26666666666666666,0.1523141551937591,0.16279449511971256
tile_0026,a large number of squares in a square,a satellite image of the city of winnipeg,an aerial view of a small town in the middle of the country,0.20072303569462135,0.26763071425949514,0.2857142857142857,0.380952380952381,0.18441063890685053,0.3423901861134989
tile_0027,a blur of a city with a tree in the fore,an aerial view of the campus,an aerial view of a small town,0.18181818181818182,0.5643211499270759,0.2222222222222222,0.6153846153846153,0.07874460345594508,0.5031026124151314
tile_0028,a view from the top of a building,"an aerial view of the city of fort, texas",an aerial view of a small town in the middle of the country,0.26763071425949514,0.4274535922866364,0.380952380952381,0.5454545454545455,0.35027902738402644,0.5278358096183088
tile_0029,a person is standing on a roof with a cell,an aerial view of a city with a road,an aerial view of a small town,0.10000000000000002,0.5555555555555556,0.11764705882352941,0.6250000000000001,0.0,0.45026814465562653
tile_0030,a close up of a flower with a blur,aerial view of the site of the proposed site,aerial view of the fields,0.11111111111111109,0.4444444444444444,0.14285714285714285,0.5714285714285714,0.10163066979112656,0.5505522098704654
tile_0031,a blur of a tree in the background,a large field with a road and a small house,an aerial view of the site of the proposed site,0.19470019576785122,0.0,0.22222222222222224,0.0,0.26055567105626243,0.0
tile_0032,a satellite satellite satellite is seen in this image,an aerial view of the site of the former military base,an aerial view of a farm and road,0.11111111111111109,0.36363636363636365,0.11764705882352941,0.4210526315789474,0.0,0.3323458151044596
tile_0033,a blur of a person walking on a sidewalk,an aerial view of the site of the former military base,an aerial view of a farm and farm land,0.2222222222222222,0.36363636363636365,0.2222222222222222,0.39999999999999997,0.06997254341808112,0.2629876397304469
tile_0034,a green plant with a white background,an aerial view of the site of the former castle,an aerial view of a farm and fields,0.12383969996431167,0.4,0.13333333333333333,0.4444444444444445,0.0,0.3477492453816745
tile_0035,a close up of a person ' s face,a satellite image of a river and a road,"an aerial view of the flooded river in the village of stour, near the village of saintour",0.04567914338968749,0.09135828677937498,0.07999999999999999,0.15384615384615383,0.13883240183190937,0.17716815010478676
tile_0036,a green plant with a white flower in the middle,a green forest with lots of trees,aerial view of the road to the top of the mountain,0.09048374180359597,0.08067401742967989,0.09523809523809525,0.1111111111111111,0.14529338326250682,0.10457283481300547
tile_0037,a cell is shown in this image,an aerial view of a lake surrounded by trees,an aerial view of a forest with a river,0.10735389901075512,0.5555555555555556,0.125,0.5555555555555556,0.0,0.368023208756115
tile_0038,a close up of a flower with a blur effect,aerial view of the wetlands,aerial view of a green field,0.2,0.49123845184678916,0.25,0.5454545454545454,0.09349477497536716,0.43161341897075145
tile_0039,a close up of a leaf with a blur,a large body of water,an aerial view of a farm and a road,0.3333333333333333,0.17973158564688863,0.3333333333333333,0.2857142857142857,0.0845798608014702,0.10599213135093251
tile_0040,a cell with a cell attached to it,an aerial view of the site of the proposed site,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0041,a close up of a green and purple colored glass,aerial view of the green fields,an aerial view of the countryside,0.10000000000000002,0.6666666666666666,0.125,0.6666666666666666,0.07874460345594508,0.5031026124151314
tile_0042,a green and white flower with a black background,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0043,a large green and white mosaic tile,"a satellite image of the city of fort, texas",an aerial view of a small town in the middle of a rural area,0.05255420588163462,0.25500152032774787,0.09523809523809523,0.34782608695652173,0.0,0.27161864519299284
tile_0044,a city from above,a map of the city of edmonton,an aerial view of a small town,0.11809163818525367,0.2857142857142857,0.18181818181818182,0.2857142857142857,0.0,0.1757860783933462
tile_0045,a bird flying over a city with a lot of buildings,an aerial view of the site of the proposed new school,an aerial view of a city with a river running through it,0.41504578012830107,0.3320366241026409,0.43478260869565216,0.34782608695652173,0.2038037084651848,0.2629876397304469
tile_0046,a city from the air,a map of the city of edmonton,an aerial view of a small town in the middle of the country,0.08075860719786215,0.2424987689582571,0.2222222222222222,0.4,0.14438355527738675,0.3720557314537373
tile_0047,a map of the city of london,a satellite image of a city,an aerial view of a small town,0.2857142857142857,0.28216057496353797,0.2857142857142857,0.30769230769230765,0.1757860783933462,0.11521554337793123
tile_0048,a green leaf with a white stripe,an aerial view of the city of st louis,an aerial view of a city with lots of buildings,0.18612544500887301,0.596559544542913,0.23529411764705882,0.631578947368421,0.07357474610589511,0.5744651733947117
tile_0049,a bird is sitting on a branch in the woods,an aerial view of the site of the former fort,a small town with a lot of green grass,0.2,0.10000000000000002,0.2105263157894737,0.10526315789473685,0.0,0.1144676006896003
tile_0050,a blur of a person in a suit,an aerial view of a small town,an aerial view of the site of the proposed site,0.09735009788392564,0.37225089001774603,0.11111111111111112,0.47058823529411764,0.12735952979479354,0.35623391380599695
tile_0051,a pink and white wall with a white ceiling,an aerial view of the site of the proposed site,aerial view of a farm in the countryside,0.11111111111111109,0.4,0.11764705882352941,0.4444444444444445,0.0,0.40739778621409733
tile_0052,a small dog is standing in the grass,an aerial view of the farm land,an aerial view of a farm in the middle of the country,0.22744899739223753,0.4196071367631027,0.3,0.631578947368421,0.17496747892731795,0.6690736755325349
tile_0053,a close up of a purple and white diamond,aerial view of the green fields,an aerial view of the site of the proposed site,0.09942659075715217,0.3422780793550613,0.10526315789473685,0.5,0.10599213135093251,0.4552018457650675
tile_0054,a cell with a cell membrane in the middle,an aerial view of a lake surrounded by trees,an aerial view of a lake surrounded by trees,0.11111111111111109,1.0,0.1111111111111111,1.0,0.0,1.0000000000000002
tile_0055,a close up of a black and white flower,aerial view of the wetlands,a large lake surrounded by trees and land,0.2222222222222222,0.0,0.23529411764705882,0.0,0.07780894359285004,0.0
tile_0056,a green leaf with a white background,an aerial view of the golf course at the golf course,aerial view of the golf course at the golf course,0.0,0.9090909090909091,0.0,0.9523809523809523,0.0,0.9434557355986907
tile_0057,a green leaf with a white spot,a large body of water,an aerial view of a lake surrounded by trees,0.10735389901075512,0.17973158564688863,0.125,0.2857142857142857,0.0,0.09867961797986957
tile_0058,a black and white cat is looking at the camera,a satellite image of a green field,an aerial view of a green field,0.10000000000000002,0.5714285714285714,0.11764705882352941,0.5714285714285714,0.0,0.38087260847594373
tile_0059,a cell with a cell in the middle,an aerial view of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0060,a large white cloud in the sky,a satellite image of the amazon river,an aerial view of a green field with a small lake,0.08067401742967989,0.16134803485935978,0.1111111111111111,0.2222222222222222,0.0,0.07397129483465995
tile_0061,a blur of a cityscape,an aerial view of the village,an aerial view of a small town,0.26812801841425576,0.5643211499270759,0.3333333333333333,0.6153846153846153,0.1362763414390864,0.5031026124151314
tile_0062,a satellite image of the city of san,a satellite image of the city of new orleans,an aerial view of a small town,0.25,0.2222222222222222,0.26666666666666666,0.25,0.16279449511971256,0.1523141551937591
tile_0063,a view of the city from a high angle,a map of the city of ottawa,an aerial view of a city with many buildings,0.4444444444444444,0.32206169703226534,0.4444444444444444,0.375,0.2532094495161745,0.24385664472470867
tile_0064,a large group of white and red squares,a map of the city of edmonton,an aerial view of a small town,0.25,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.0845798608014702,0.1757860783933462
tile_0065,a map of the city of london,a map of the city of new york,an aerial view of a small town,0.2857142857142857,0.25,0.2857142857142857,0.26666666666666666,0.1757860783933462,0.16279449511971256
tile_0066,a satellite image of the city of london,"an aerial view of the city of st louis, minnesota",an aerial view of a small town,0.25,0.4,0.26666666666666666,0.47058823529411764,0.16279449511971256,0.4316433290730968
tile_0067,a view of the city from the air,an aerial view of the site of the proposed development,aerial view of a village in the mountains,0.5,0.4,0.5,0.4444444444444445,0.3508107841126614,0.4501130018161746
tile_0068,an aerial view of a house in the middle of a neighborhood,a large white building,an aerial view of a large building in the middle of a river,0.7667036788577695,0.07904941842139825,0.8,0.3529411764705882,0.670886800175419,0.20592388986602378
tile_0069,a green and yellow area with a small patch of grass,a large field with a small lake in the middle,an aerial view of a farm in the middle of a rural area,0.30318287930006566,0.37040911034085894,0.33333333333333337,0.4347826086956522,0.1653324433614895,0.1752658173383824
tile_0070,a satellite image of the site of the proposed building,an aerial view of the site of the proposed site,an aerial view of a village in the outskirts of the outskirts of the city of kash,0.24829265189570476,0.34760971265398666,0.37037037037037035,0.5185185185185185,0.4843878041924564,0.5621706578541776
tile_0071,a small plane flying over a small town,an aerial view of a farm and a road,an aerial view of a farm and fields,0.12500000000000003,0.7777777777777778,0.125,0.823529411764706,0.0,0.7523197619890014
tile_0072,a blur of a green field,an aerial view of the wetlands and wetlands,an aerial view of the site of the proposed site,0.08556951983876535,0.48675048941962806,0.125,0.5555555555555556,0.14438355527738672,0.39720507693177903
tile_0073,a blur of a person walking on a path,an aerial view of a road and a forest,an aerial view of the site of the proposed site,0.09942659075715217,0.39770636302860873,0.10526315789473685,0.4210526315789474,0.11521554337793123,0.31882319724566466
tile_0074,a white face with a black nose,an aerial view of the golf course,an aerial view of a farm and a road,0.21470779802151024,0.4294155960430205,0.25,0.5,0.0,0.40298220897396103
tile_0075,a green leaf with a white background,an aerial view of the site of the former military base,an aerial view of a farm with a pond,0.32206169703226534,0.36363636363636365,0.375,0.39999999999999997,0.09349477497536716,0.3323458151044596
tile_0076,a black and white bird flying over a forest,an aerial view of the golf course at the golf club,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0077,a close up of a flower with a blur effect,an aerial view of a green field with a road,"aerial view of the road leading to the village of stow, near the village of stow, near",0.04965853037914096,0.19863412151656382,0.07407407407407408,0.29629629629629634,0.10771254917438858,0.22949547986002086
tile_0078,a blur of a tree,an aerial view of the site of the former military base,an aerial view of a farm and a small town,0.2207276647028654,0.36363636363636365,0.4,0.380952380952381,0.11671773546032795,0.30351457351635325
tile_0079,a black and white photo of a city,a satellite image of the city of san,an aerial view of a small town,0.25,0.25,0.26666666666666666,0.26666666666666666,0.09193998174078082,0.16279449511971256
tile_0080,a black and white photo of a small area,a satellite image of the city of winnipeg,"aerial view of the city of kiso, kenya",0.11111111111111109,0.5,0.11764705882352941,0.5,0.14012086798868084,0.46598909712311054
tile_0081,a black and white photo of a city,a city with lots of buildings and trees,an aerial view of a city with many buildings,0.3309363384692233,0.5515605641153721,0.35294117647058826,0.5882352941176471,0.17077611319011654,0.368023208756115
tile_0082,a black and white image of a city,a map of the city of edmonton,an aerial view of a small town,0.25,0.2857142857142857,0.26666666666666666,0.2857142857142857,0.09193998174078082,0.1757860783933462
tile_0083,a large tree with a lot of green leaves,a satellite image of the city of new london,an aerial view of a small town in the middle of a forest,0.2137267961433182,0.28496906152442425,0.27272727272727276,0.3636363636363637,0.11954622394547189,0.2842221139234553
tile_0084,a large white house surrounded by trees,an aerial view of the campus,an aerial view of a small town,0.14285714285714285,0.5643211499270759,0.14285714285714285,0.6153846153846153,0.0,0.5031026124151314
tile_0085,a satellite image of the site of the proposed site,an aerial view of the site of the proposed development,an aerial view of a rural area with a road and fields,0.1637461506155964,0.3274923012311928,0.1818181818181818,0.3636363636363636,0.09099068136214802,0.27517648516869636
tile_0086,a green and white cat is standing in the grass,an aerial view of the site of the proposed site,an aerial view of the site of the former house,0.10000000000000002,0.8,0.10000000000000002,0.8000000000000002,0.10011031656225385,0.7900322566465156
tile_0087,an aerial view of a neighborhood,an aerial view of the site of the former building,an aerial view of a small town,0.7054014374088451,0.4,0.7692307692307692,0.47058823529411764,0.5803329846765686,0.388554144665772
tile_0088,an aerial view of a road and a forest,an aerial view of the site of the proposed new hospital,an aerial view of a city with a road,0.7777777777777778,0.36363636363636365,0.7777777777777778,0.39999999999999997,0.5586177528223196,0.3323458151044596
tile_0089,a satellite image of the area where the plane crashed,an aerial view of the site of the former military base,an aerial view of a farm and a field,0.2,0.36363636363636365,0.2105263157894737,0.39999999999999997,0.06123094334544521,0.3323458151044596
tile_0090,a blur of a tree,an aerial view of the river and surrounding farmland,an aerial view of the village and surrounding fields,0.08986579282344431,0.7777777777777778,0.14285714285714285,0.7777777777777778,0.10964258683453854,0.6392306240536285
tile_0091,a green and white flower with a black background,a satellite image of a river running through a green field,aerial view of the fields,0.0,0.0909090909090909,0.0,0.12500000000000003,0.0,0.08704446792504217
tile_0092,a green leaf with a white background,an aerial view of the golf course at the golf club,an aerial view of the golf course at the golf course,0.0,0.9090909090909091,0.0,0.9090909090909091,0.0,0.9102105182313398
tile_0093,a black and white image of a dog,an aerial view of the site of the site of the first battle,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0094,a white bird is flying through the air,the aerial view of the golf course,an aerial view of the site of the proposed site,0.09735009788392564,0.46531361252218256,0.11111111111111112,0.588235294117647,0.10599213135093251,0.5171591665061943
tile_0095,a black cat is standing on a rock,a satellite image of the site of the ancient site,an aerial view of the site of the proposed site,0.0,0.6,0.0,0.6,0.0,0.6353288195669101
tile_0096,a blur of a tree,an aerial view of the farm and surrounding area,an aerial view of a farm in the countryside,0.17973158564688863,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.11671773546032795,0.5507796339456278
tile_0097,a man in a suit and tie is standing in front of a building,an aerial view of the site of the former school,an aerial view of a small town,0.14285714285714285,0.4,0.19047619047619047,0.47058823529411764,0.061005457719230355,0.388554144665772
tile_0098,a large area with lots of trees and bushes,a map of the city of edmonton,"an aerial view of the city of kamba, democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic",0.036576998645322836,0.10290989265597277,0.07142857142857142,0.3076923076923077,0.03253431204416929,0.11960149607282562
tile_0099,a bird is perched on a branch in the middle of a forest,a satellite image of the city of st louis,"an aerial view of a small town in the outskirts of the city of kash, pakistan",0.24428389471321574,0.25523656890884816,0.27586206896551724,0.39999999999999997,0.25946602454547557,0.42820441887821076
tile_0100,a large crowd of people in a large city,a satellite image of the city of new orleans,an aerial view of a small town,0.2222222222222222,0.2222222222222222,0.25,0.25,0.07397129483465995,0.1523141551937591
tile_0101,a satellite image of the house in the middle of the neighborhood,an aerial view of the site of the proposed school,an aerial view of a construction site in the middle of a forest,0.46002220731466165,0.5185727544772025,0.48000000000000004,0.608695652173913,0.4331452282864361,0.6090461303795287
tile_0102,a large white building with a green roof,a satellite image of the site of the former fort fort,an aerial view of a residential area in the suburb of sydney,0.07581633246407919,0.3320366241026409,0.1,0.34782608695652173,0.0,0.2696367724157924
tile_0103,a black cat is standing in the grass,an aerial view of the site of the former school,an aerial view of the site of the proposed development,0.09735009788392564,0.8,0.11111111111111112,0.8000000000000002,0.1144676006896003,0.7523197619890014
tile_0104,a bird is perched on a wire,a satellite image of a house in the middle of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0105,an aerial view of the site of the former military base,a small lake in a field,an aerial view of a large area with a river,0.36363636363636365,0.17113903967753066,0.380952380952381,0.25,0.30351457351635325,0.0
tile_0106,a green plant with white flowers in the middle,a large body of water,an aerial view of a farm and a river,0.11111111111111109,0.17973158564688863,0.1111111111111111,0.2857142857142857,0.0,0.10599213135093251
tile_0107,a satellite satellite image of the space shuttle,an aerial view of a road and a lake,an aerial view of a road and fields,0.25,0.7777777777777778,0.25,0.823529411764706,0.06804963087832473,0.7523197619890014
tile_0108,a close up of a green leaf,a golf course in the middle of a green field,an aerial view of a green field with trees,0.32206169703226534,0.4,0.375,0.4210526315789474,0.1908740661302035,0.23297965480487529
tile_0109,a green and purple flower with a black background,a satellite image of a lake in the middle of a green field,an aerial view of the site of the proposed site,0.0,0.23076923076923078,0.0,0.2608695652173913,0.0,0.2834289552492495
tile_0110,a white cat is sitting in the grass,a satellite image of the amazon river,aerial view of a mountain with a road and trees,0.09735009788392564,0.18612544500887301,0.11111111111111112,0.23529411764705882,0.0,0.07874460345594508
tile_0111,a white and black object with a green background,a satellite image of a forest,a large area with a lot of dirt and trees,0.39770636302860873,0.256708559516296,0.4210526315789474,0.37499999999999994,0.15592892548708362,0.09867961797986957
tile_0112,a green plant with a white flower in the middle,an aerial view of a green field with a lake,an aerial view of a large field with a lake,0.3,0.9,0.3,0.9,0.06744304769296747,0.7799154245579976
tile_0113,a white cat with a black nose and a white nose,a satellite image of the amazon river,an aerial view of the site of the proposed site,0.0,0.18612544500887301,0.0,0.23529411764705882,0.0,0.26055567105626243
tile_0114,a man in a suit and tie standing in front of a tree,an aerial view of the site of the proposed site,an aerial view of a farm in the middle of the country,0.23076923076923078,0.5731115271545874,0.24000000000000002,0.6363636363636365,0.18528870087082658,0.5537528826695526
tile_0115,a green and white background with a white and black pattern,"an aerial view of the city of fort, texas",an aerial view of a small town,0.0909090909090909,0.4444444444444444,0.1111111111111111,0.5,0.0,0.45936277407082354
tile_0116,a black and white photo of a man with a beard,a map of the city of new york,an aerial view of a small town in the democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic,0.07325278573256963,0.07384187820157277,0.125,0.20689655172413796,0.015011816931679432,0.04835902489489647
tile_0117,a large white building with a green roof,a satellite image of the city of new orleans,an aerial view of a small town,0.12500000000000003,0.2222222222222222,0.13333333333333333,0.25,0.0,0.1523141551937591
tile_0118,a baseball field with a baseball field in the middle,an aerial view of the castle,an aerial view of a small town in the middle of a green valley,0.33516002301781966,0.2196642817631056,0.41666666666666663,0.5,0.1323485706365677,0.5098785552331822
tile_0119,a blur of a tree,a satellite image of the site of the proposed site,a large area with a lot of land and trees,0.2207276647028654,0.2,0.4,0.20000000000000004,0.11671773546032795,0.10239766588500389
