tile_id,caption_lr,caption_sr,caption_gt_rs,bleu1_lr,bleu1_sr,rouge1_lr,rouge1_sr,tfidf_lr,tfidf_sr
tile_0250,a blur of a tree in the forest,a satellite image of a green area with a river and a forest,an aerial view of the golf course at the course,0.19470019576785122,0.07692307692307693,0.22222222222222224,0.08695652173913043,0.19976381413756955,0.04723062045463176
tile_0251,a green tree in the middle of a field,an aerial view of the park,a large mountain with a small town in the middle,0.49713295378576094,0.08556951983876535,0.5263157894736842,0.125,0.2532094495161745,0.07874460345594508
tile_0252,a close up of a green leaf,an aerial view of a green field with a river,an aerial view of the golf course at the golf club,0.08067401742967989,0.36193496721438384,0.1111111111111111,0.380952380952381,0.06261451546913585,0.22858816137955915
tile_0253,a group of black and white butterflies flying in the sky,a green leaf,a satellite image of a small island in the middle of a lake,0.30318287930006566,0.011891331115750803,0.33333333333333337,0.125,0.2307858051498197,0.0
tile_0254,a vase with flowers in it,a satellite image of a green island,a large body of water,0.16666666666666669,0.2857142857142857,0.1818181818181818,0.3333333333333333,0.0,0.1273595297947935
tile_0255,a green plant with a white background,a satellite image of a green field,a large body of water,0.14285714285714285,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.0,0.1273595297947935
tile_0256,a white and black cat is looking up at the camera,a green leaf,a large body of water with a small island in the middle,0.16601831205132045,0.016595689455954646,0.17391304347826086,0.13333333333333333,0.05325383733705391,0.0
tile_0257,a blur of a tree in the sky,an aerial view of a green field with a river,an aerial view of the countryside,0.25,0.4,0.28571428571428575,0.5,0.20199309249791841,0.41120705506761873
tile_0258,a green leaf with white spots,an aerial view of the village of the village of the village of the village of the village of the village,an aerial view of a village in the mountains,0.10108844328543891,0.2857142857142857,0.13333333333333333,0.4,0.0,0.6318758643254954
tile_0259,a blur of a green leaf,an aerial view of a green field with trees,aerial view of the countryside,0.16666666666666669,0.3333333333333333,0.1818181818181818,0.42857142857142855,0.1273595297947935,0.317107466580271
tile_0260,a green and white flower with a white flower in the middle,a golf course with a green field and trees,an aerial view of the golf course at the golf club,0.08333333333333333,0.17794164509262397,0.08695652173913043,0.19999999999999998,0.07633682625260854,0.17496747892731795
tile_0261,a green leaf with a white background,an aerial view of the river and surrounding farmland,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0262,a green leaf with white spots,a satellite image of a golf course,an aerial view of a green field with trees,0.3032653298563167,0.21470779802151024,0.4,0.25,0.19087406613020352,0.08704446792504217
tile_0263,a green and white background with a small bird,a green field with a river running through it,aerial view of the countryside in the french countryside,0.0,0.0,0.0,0.0,0.0,0.0
tile_0264,a bird is sitting on a branch of a tree,an aerial view of a green field with a river,aerial view of the countryside,0.10000000000000002,0.3,0.13333333333333333,0.4,0.09349477497536716,0.317107466580271
tile_0265,a close up of a green leaf,aerial view of the golf course at the golf course at the golf course,an aerial view of a green field with trees,0.32206169703226534,0.21428571428571425,0.375,0.2608695652173913,0.1908740661302035,0.10431163602219433
tile_0266,a blur of a tree in the forest,a green field with a small lake in the middle,aerial view of the valley and surrounding hills of the valley of the river,0.11809163818525367,0.06703200460356394,0.18181818181818182,0.08333333333333333,0.3103322622221813,0.11421343755714382
tile_0267,a tree with green leaves in the background,a satellite image of a green field with a road,an aerial view of a green valley,0.25,0.3,0.26666666666666666,0.3529411764705882,0.0845798608014702,0.18443191662261307
tile_0268,a green background with a white and black pattern,a green and white surface with a small patch of water,a large mountain with a forest in the background,0.4444444444444444,0.2727272727272727,0.4444444444444444,0.3,0.16839750037215276,0.06804963087832473
tile_0269,a blur of a leaf,a satellite image of the golf course at the golf course,aerial view of the valley of the river,0.10976232721880529,0.2727272727272727,0.15384615384615385,0.3157894736842105,0.20199309249791833,0.29103552204645605
tile_0270,a black and white dog sitting on top of a green leaf,an aerial view of a green field and a lake,an aerial view of a green valley and a river,0.4166666666666667,0.8,0.45454545454545453,0.8000000000000002,0.2038037084651848,0.6029748160380571
tile_0271,a green and white diamond,a green field,a large body of water,0.2,0.17113903967753066,0.20000000000000004,0.25,0.0,0.0
tile_0272,a green plant with a white background,a green field,an aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
tile_0273,a close up of a green leaf,an aerial view of the green fields and trees,aerial view of the countryside,0.14285714285714285,0.4444444444444444,0.16666666666666666,0.5714285714285714,0.11234277891542777,0.4392749903163555
tile_0274,a green leaf with pink flowers in the background,a satellite image of a lake and a forest,an aerial view of a green field with a lake,0.2982797722714565,0.39770636302860873,0.3157894736842105,0.4210526315789474,0.14438355527738672,0.17077611319011654
tile_0275,a green background with small white dots,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0276,a small bird sitting on top of a green leaf,a satellite image of a golf course,aerial view of the countryside,0.10000000000000002,0.14285714285714285,0.13333333333333333,0.16666666666666666,0.08704446792504218,0.11234277891542777
tile_0277,a green leaf with white flowers,an aerial view of a golf course,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0278,a green and white camouflage cam cam cam,an aerial view of a golf course,an aerial view of a farm in the countryside,0.11031211282307446,0.5367694950537757,0.11764705882352941,0.6250000000000001,0.0,0.41120705506761873
tile_0279,a close up of a green leaf,an aerial view of a green field,an aerial view of the countryside,0.14285714285714285,0.5714285714285714,0.15384615384615383,0.6153846153846153,0.10163066979112656,0.5031026124151314
tile_0280,a green and white flower with a black center,a satellite image of a green field,an aerial view of a green field with a small house in the middle,0.25500152032774787,0.2627710294081731,0.34782608695652173,0.4761904761904762,0.12442854619985261,0.24963549414381242
tile_0281,a green background with lots of small leaves,a satellite image of a green field,an aerial view of a green valley,0.375,0.42857142857142855,0.39999999999999997,0.42857142857142855,0.18443191662261307,0.22576484600261607
tile_0282,a green leaf with a white background,an aerial view of a golf course,an aerial view of a green field with trees,0.32206169703226534,0.5367694950537757,0.375,0.6250000000000001,0.19087406613020352,0.41120705506761873
tile_0283,a green background with a white flower,an aerial view of a green field,an aerial view of the golf course at the golf club,0.0,0.32269606971871956,0.0,0.4444444444444444,0.0,0.2796724903912866
tile_0284,a green leaf with white flowers,a satellite image of a golf course,a view of the valley from the air,0.11942188509563156,0.24767939992862334,0.14285714285714288,0.26666666666666666,0.0,0.08176804146599938
tile_0285,a green plant with white flowers,an aerial view of a green field with a small lake,an aerial view of a green valley with a small lake,0.21729910425353913,0.9090909090909091,0.3529411764705882,0.9090909090909091,0.17856621555757482,0.8019783064439235
tile_0286,a blur of a tree in the forest,a green area with a small lake in the middle,aerial view of the valley of the river,0.25,0.10000000000000002,0.25,0.11111111111111112,0.3187840217537793,0.11671773546032797
tile_0287,a green leaf with a white background,a golf course in the woods,an aerial view of the village of the village of the village of the village of the village of the village,0.0,0.013680833103983134,0.0,0.07407407407407407,0.0,0.14819654298092746
tile_0288,a blur of a tree,an aerial view of a green field with a road,an aerial view of the site of the proposed site,0.07357588823428847,0.4,0.13333333333333333,0.4000000000000001,0.1707761131901165,0.2911650526086002
tile_0289,a white plate with a bunch of black and white flowers,a green leaf,a satellite image of the island,0.18181818181818182,0.12262648039048077,0.23529411764705885,0.2222222222222222,0.07357474610589511,0.0
tile_0290,a white apple sitting on top of a pile of green leaves,a lake surrounded by green grass and trees,a large green lake surrounded by trees,0.16666666666666669,0.75,0.2105263157894737,0.7999999999999999,0.06360120575671213,0.6327904583679945
tile_0291,a close up of a green leaf,aerial view of the golf course at the golf course,an aerial view of a farm in the countryside,0.21470779802151024,0.4,0.25,0.4210526315789474,0.08704446792504217,0.2911650526086002
tile_0292,a bird sitting on a branch in the woods,an aerial view of a green field with a road,an aerial view of the farm and surrounding fields,0.11111111111111109,0.4,0.1111111111111111,0.4210526315789474,0.06804963087832473,0.31125746752705385
tile_0293,a green leaf with white flowers,an aerial view of a green field,an aerial view of a farm and fields,0.11942188509563156,0.6191984998215584,0.14285714285714288,0.6666666666666666,0.0,0.45026814465562653
tile_0294,a blur of green leaves,a satellite image of a green field,a satellite image of a golf course,0.26812801841425576,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.1273595297947935,0.43161341897075145
tile_0295,a bird is sitting on a branch of a tree,an aerial view of a golf course,an aerial view of the countryside,0.10000000000000002,0.5714285714285714,0.125,0.6153846153846153,0.0845798608014702,0.5031026124151314
tile_0296,a green leaf with a white background,an aerial view of the green fields and trees,an aerial view of the countryside,0.0,0.5555555555555556,0.0,0.6666666666666667,0.0,0.5270724758293459
tile_0297,a close up of green leaves,an aerial view of a green field,an aerial view of the land in the middle of the country,0.0613132401952404,0.27973809117540177,0.1111111111111111,0.4210526315789474,0.11234277891542778,0.3101928630244898
tile_0298,a green background with white flowers,a satellite image of a green field,aerial view of the forest,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.11234277891542777
tile_0299,a green leaf with white spots,an aerial view of a green field,an aerial view of a green field with trees,0.3032653298563167,0.7514772930752859,0.4,0.8750000000000001,0.19087406613020352,0.7765145304745155
tile_0300,a green leaf with white flowers in the background,a satellite image of a golf course,an aerial view of a green valley,0.2222222222222222,0.2857142857142857,0.25,0.2857142857142857,0.07874460345594508,0.10163066979112656
tile_0301,a bunch of green leaves,a green field with a small lake in the middle,aerial view of the countryside,0.2,0.10000000000000002,0.20000000000000004,0.13333333333333333,0.1273595297947935,0.08704446792504218
tile_0302,a green background with leaves,a golf course in the woods,an aerial view of a green valley,0.26812801841425576,0.141080287481769,0.3333333333333333,0.15384615384615383,0.11521554337793122,0.0
tile_0303,a green plant with white flowers in the background,a golf course in the woods,an aerial view of the countryside,0.11111111111111109,0.16666666666666669,0.13333333333333333,0.16666666666666666,0.0787446034559451,0.10163066979112657
tile_0304,a blur of a tree in the forest,an aerial view of a green field and a river,an aerial view of the amazon rainforest,0.25,0.4,0.26666666666666666,0.47058823529411764,0.18443191662261307,0.368023208756115
tile_0305,a white flower with a green stem,a satellite image of a green area with a small patch of land,an aerial view of the site of the proposed site,0.0,0.15384615384615385,0.0,0.17391304347826086,0.0,0.1707761131901165
tile_0306,a blur of a tree,a green field,an aerial view of the lake and surrounding land,0.08986579282344431,0.0,0.14285714285714285,0.0,0.10964258683453854,0.0
tile_0307,a white flower with green leaves on it,a green leaf with a black spot,a satellite image of the lake,0.12500000000000003,0.14285714285714285,0.14285714285714288,0.15384615384615383,0.0,0.0
tile_0308,a green leaf with a white background,aerial view of the golf course at the golf course,an aerial view of a green field,0.2857142857142857,0.3,0.2857142857142857,0.3529411764705882,0.10163066979112656,0.18750311496760091
tile_0309,a green leaf with a white background,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0310,a green leaf with white flowers in the background,a satellite image of a golf course,an aerial view of a farm in the countryside,0.3333333333333333,0.21470779802151024,0.3333333333333333,0.25,0.14438355527738672,0.08704446792504217
tile_0311,a green leaf with a white background,an aerial view of the green fields and trees,an aerial view of a green field with a small house,0.32269606971871956,0.44485411273156,0.4444444444444444,0.5,0.17856621555757482,0.387556981443423
tile_0312,green glitter,a satellite image of a golf course,an aerial view of a golf course,0.0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.38087260847594373
tile_0313,a close up of a green plant with leaves,an aerial view of the green fields and trees,an aerial view of the countryside,0.11111111111111109,0.5555555555555556,0.13333333333333333,0.6666666666666667,0.0845798608014702,0.5270724758293459
tile_0314,a green leaf with a white background,an aerial view of a green field with a river running through it,an aerial view of a farm in the countryside,0.10735389901075512,0.38461538461538464,0.125,0.4545454545454546,0.0,0.2746117864358066
tile_0315,a close up of a green leaf,an aerial view of a green field with a river,an aerial view of a farm and fields,0.24767939992862334,0.5,0.26666666666666666,0.5555555555555556,0.09349477497536716,0.368023208756115
tile_0316,a green leaf with white spots,a green forest with a river running through it,an aerial view of a forest with a mountain in the background,0.12262648039048077,0.31845836025501745,0.2222222222222222,0.380952380952381,0.07734781234369076,0.1375436045558623
tile_0317,a close up of a green leaf,a green field with a road and trees,an aerial view of a farm in the countryside,0.21470779802151024,0.11031211282307446,0.25,0.11764705882352941,0.08704446792504217,0.0
tile_0318,a green leaf with a white spot,an aerial view of the golf course at the golf course,an aerial view of a green valley with a road,0.37225089001774603,0.36363636363636365,0.47058823529411764,0.380952380952381,0.19087406613020352,0.21283120630571967
tile_0319,a green leaf with white spots,a green field with a river running through it,aerial view of the golf course at the golf course,0.0,0.0,0.0,0.0,0.0,0.0
tile_0320,a green leaf with white flowers in the background,a satellite image of a green forest,an aerial view of the forest and river,0.11111111111111109,0.24767939992862334,0.11764705882352941,0.26666666666666666,0.06744304769296748,0.1908740661302035
tile_0321,a green leaf with white flowers in the background,an aerial view of the golf course at the golf course,an aerial view of a green valley,0.2222222222222222,0.36363636363636365,0.25,0.4444444444444444,0.07874460345594508,0.26039420913696104
tile_0322,a close up of a leaf with a white background,a satellite image of a golf course,a road in the middle of a forest,0.3,0.37151909989293497,0.33333333333333326,0.39999999999999997,0.0845798608014702,0.10163066979112656
tile_0323,a green tree with white flowers,a green field with a white flower,a large mountain with a forest in the background,0.2021768865708778,0.32206169703226534,0.26666666666666666,0.375,0.09349477497536716,0.09349477497536716
tile_0324,a blur of a person,a satellite image of a green field,an aerial view of the golf course at the golf club,0.060238842382440407,0.08067401742967989,0.12500000000000003,0.1111111111111111,0.08395966598126195,0.06261451546913585
tile_0325,a man in a suit and tie is standing in front of a tree,a plane flying over a lush green field,an aerial view of the golf course at the golf course,0.07142857142857141,0.0,0.08,0.0,0.035234838487393394,0.0
tile_0326,a close up of a green leaf,a satellite image of a green field with a house in the middle,an aerial view of a green field with trees,0.32206169703226534,0.38461538461538464,0.375,0.4545454545454546,0.1908740661302035,0.2912194185636897
tile_0327,a green background with small leaves,a green field with a small patch of land,aerial view of the countryside,0.0,0.11111111111111109,0.0,0.14285714285714285,0.0,0.09349477497536716
tile_0328,a white flower in the middle of a green field,an aerial view of the site of the proposed site,an aerial view of a farm and fields,0.2,0.4,0.22222222222222224,0.4444444444444445,0.07244081925041987,0.31882319724566466
tile_0329,a green plant with white flowers,an aerial view of the area where the site of the proposed site is located,an aerial view of a farm and fields,0.11942188509563156,0.26666666666666666,0.14285714285714288,0.3478260869565218,0.0,0.24327789647094158
tile_0330,a close up of a green leaf,an aerial view of a green field with a river running through it,aerial view of the countryside,0.14285714285714285,0.23076923076923078,0.16666666666666666,0.33333333333333337,0.11234277891542777,0.26242093626195995
tile_0331,a bunch of green leaves,aerial view of the green fields,aerial view of the fields,0.2,0.8333333333333334,0.20000000000000004,0.9090909090909091,0.1273595297947935,0.8466473536503037
tile_0332,a close up of a green leaf,an aerial view of a golf course,an aerial view of a green valley,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.22576484600261607,0.5031026124151314
tile_0333,a green leaf with white spots,aerial view of golf course,aerial view of the countryside,0.0,0.6,0.0,0.6,0.0,0.43161341897075145
tile_0334,a close up of a green leaf,an aerial view of a golf course,aerial view of a farm in the countryside,0.24767939992862334,0.4953587998572467,0.26666666666666666,0.5333333333333333,0.09349477497536716,0.3041257418754935
tile_0335,a close up of a green leaf,an aerial view of a green field,aerial view of the farm,0.14285714285714285,0.42857142857142855,0.16666666666666666,0.5,0.11234277891542777,0.38087260847594373
tile_0336,a green plant with a white flower,a satellite image of a golf course,aerial view of the countryside,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.11234277891542777
tile_0337,a green gems stone,an aerial view of the site of the proposed site,an aerial view of a rural area,0.11809163818525367,0.4,0.18181818181818182,0.47058823529411764,0.0,0.35623391380599695
tile_0338,a green cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam,a satellite image of the golf course at the golf course,"aerial view of the valley of the river in the valley of the river in the douro, douro, douro, portugal photo",0.0,0.10987917859885443,0.0,0.18749999999999997,0.0,0.27536913367668236
tile_0339,a green emerald gems,an aerial view of the green fields and trees,a view of a valley with a small village in the middle of the valley,0.015981965301676893,0.17113903967753066,0.10526315789473685,0.25,0.0,0.2507198113720278
tile_0340,a green background with white flowers,a green forest with a small patch of land,a mountain with a road going through it,0.23884377019126307,0.3333333333333333,0.28571428571428575,0.35294117647058826,0.10163066979112656,0.0845798608014702
tile_0341,a green leaf with a white flower,a green forest with a road and trees,a view of the mountains and valleys of the valley,0.09306272250443651,0.19470019576785122,0.11764705882352941,0.22222222222222224,0.0,0.061005457719230355
tile_0342,a green leaf with white spots,an aerial view of a green field with trees,an aerial view of the countryside,0.0,0.4444444444444444,0.0,0.5333333333333333,0.0,0.41120705506761873
tile_0343,a green tree with a white stripe on it,an aerial view of the site of the former military base,an aerial view of the golf course at the course,0.0,0.5454545454545454,0.0,0.5714285714285713,0.0,0.4646161325070902
tile_0344,a leaf with a white line on it,a satellite image of a green field,a view of a green valley with trees,0.375,0.4953587998572467,0.375,0.5333333333333333,0.09193998174078082,0.22576484600261607
tile_0345,a close up of a green leaf,aerial view of the river,an aerial view of a green field,0.42857142857142855,0.40219202762138356,0.42857142857142855,0.5,0.22576484600261607,0.38087260847594373
tile_0346,a green leaf with a white background,an aerial view of the golf course at the golf course,an aerial view of a rural area,0.14285714285714285,0.36363636363636365,0.14285714285714285,0.4444444444444444,0.0,0.26039420913696104
tile_0347,a close up of a green leaf,an aerial view of a green field with trees,aerial view of the golf course at the golf course,0.09306272250443651,0.2982797722714565,0.11764705882352941,0.3157894736842105,0.06056186021915365,0.15611161433007245
tile_0348,a green leaf with a blur of the leaves,a green field with a river running through it,aerial view of the green hills and fields of the valley of the river,0.1912511402458109,0.12750076016387393,0.2608695652173913,0.17391304347826086,0.37003310021021085,0.08256277922332275
tile_0349,a green leaf with white spots,a green golf course with a hole in the middle,aerial view of the golf course at the golf course at the golf course,0.0,0.20109601381069178,0.0,0.25,0.0,0.39252327781545904
tile_0350,a green and white background with small leaves,aerial view of the countryside,aerial view of the countryside,0.0,1.0,0.0,1.0,0.0,1.0000000000000002
tile_0351,a close up of a green leaf,an aerial view of a green field with a road,an aerial view of a green field with a small lake,0.32269606971871956,0.8143536762323635,0.4444444444444444,0.8571428571428572,0.1785662155575748,0.7060777744337089
tile_0352,a close up of a green leaf,an aerial view of a golf course,an aerial view of a green field with a small pond,0.32269606971871956,0.4033700871483995,0.4444444444444444,0.5555555555555556,0.1785662155575748,0.3808165329771115
tile_0353,a green background with a blur effect,a satellite image of a golf course,an aerial view of a farm in the countryside,0.10735389901075512,0.21470779802151024,0.125,0.25,0.0,0.08704446792504217
tile_0354,a green and white background with a small bird,an aerial view of a green field,an aerial view of the countryside,0.0,0.5714285714285714,0.0,0.6153846153846153,0.0,0.5031026124151314
tile_0355,a blur of a person walking on a path,a large field with a small pond in the middle,an aerial view of the site of the former house,0.09942659075715217,0.10000000000000002,0.10526315789473685,0.10000000000000002,0.12442854619985262,0.10657035539480768
tile_0356,a camouflage cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam cam,aerial view of the green fields,a large field with a lot of green grass,0.047619047619047616,0.2021768865708778,0.06666666666666667,0.26666666666666666,0.0,0.18443191662261307
tile_0357,a green gems,aerial view of the golf course at the golf course at the golf course,an aerial view of a golf course,0.08786571270524224,0.3571428571428572,0.2,0.4761904761904762,0.0,0.4987671136456984
tile_0358,a green and white image of a man,an aerial view of the site of the proposed site,an aerial view of the site of the proposed site,0.09735009788392564,1.0,0.11111111111111112,1.0,0.11521554337793123,1.0
tile_0359,a green leaf with a white flower in the middle,a golf course in the woods,an aerial view of the golf course at the golf course,0.09048374180359597,0.21729910425353913,0.09523809523809525,0.3529411764705882,0.09533922763834014,0.4865725171785651
tile_0360,a green leaf with a blur effect,an aerial view of a green field with a road,an aerial view of the village and surrounding hills,0.0,0.4,0.0,0.4210526315789474,0.0,0.31125746752705385
tile_0361,a green leaf with a white stripe,a satellite image of a green field,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0362,a close up of a green leaf,an aerial view of the river and surrounding farmland,an aerial view of a golf course,0.2857142857142857,0.4444444444444444,0.2857142857142857,0.5,0.10163066979112656,0.3808165329771115
tile_0363,a small bird perched on a leaf,a satellite image of a green field with a river running through it,an aerial view of a green field with a road,0.18612544500887301,0.46153846153846156,0.23529411764705882,0.5217391304347826,0.0,0.2912194185636897
tile_0364,a green leaf with white flowers,an aerial view of a golf course,an aerial view of a farm in the middle of the country,0.0613132401952404,0.34967261396925226,0.1111111111111111,0.5263157894736842,0.0,0.3713432757544298
tile_0365,a close up of a green leaf,a satellite image of a golf course,an aerial view of a farm in the hills,0.21470779802151024,0.21470779802151024,0.25,0.25,0.08704446792504217,0.08704446792504217
tile_0366,a green leaf with a white background,a satellite image of a river running through a green landscape,an aerial view of a farm in the countryside,0.10735389901075512,0.18181818181818182,0.125,0.19999999999999998,0.0,0.06744304769296747
tile_0367,a close up of a leaf with a blur,a satellite image of a golf course,aerial view of the countryside,0.11111111111111109,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.10163066979112656,0.11234277891542777
tile_0368,a close up of a green leaf,an aerial view of a green field with a small house,an aerial view of a green field with a small house in the middle,0.21021682352653848,0.7613003866968737,0.38095238095238093,0.88,0.15231415519375907,0.7765145304745156
tile_0369,a green leaf with white spots,a satellite image of the golf course at the golf course,an aerial view of the golf course at the golf club,0.0,0.6363636363636364,0.0,0.6363636363636364,0.0,0.6514705917638415
tile_0370,a blur of green leaves,aerial view of the green fields,an aerial view of a green field with trees,0.26959737847033294,0.4043537731417556,0.42857142857142855,0.5333333333333333,0.2202881505618297,0.41120705506761873
tile_0371,a small white flower on a green leaf,a satellite image of a green field with a lake,an aerial view of a golf course,0.12500000000000003,0.2,0.13333333333333333,0.23529411764705882,0.0,0.0845798608014702
tile_0372,a green leaf with white spots,an aerial view of the site of the proposed site,aerial view of the farm,0.0,0.4,0.0,0.5333333333333333,0.0,0.5250790579579575
tile_0373,a bird is sitting on a branch in the woods,an aerial view of a golf course,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0374,a close up of a green leaf,an aerial view of the site of the battle of waterloo,oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique oblique,0.0,0.0,0.0,0.0,0.0,0.0
tile_0375,a pink flower with green leaves in the background,aerial view of the golf course at the golf club,an aerial view of the farm land,0.11111111111111109,0.4,0.125,0.47058823529411764,0.07244081925041987,0.3477492453816745
tile_0376,a close up of a green leaf,a large body of water,an aerial view of the lake and surrounding fields,0.10735389901075512,0.08986579282344431,0.125,0.14285714285714285,0.08176804146599938,0.09269789668627058
tile_0377,a bunch of white flowers on a black background,a green field with a small patch of land,an aerial view of the golf course at the golf course,0.08897082254631197,0.08897082254631197,0.09999999999999999,0.09999999999999999,0.04885067412069597,0.04885067412069597
