tile_id,mae_lr,mae_sr,mae_gt_raster,refused_lr,refused_sr,refused_gt_raster,gt_forest,gt_agriculture,gt_urban,gt_water,gt_bare_soil,lr_forest,sr_forest,lr_agriculture,sr_agriculture,lr_urban,sr_urban,lr_water,sr_water,lr_bare_soil,sr_bare_soil,mae_lr_forest,mae_sr_forest,mae_lr_agriculture,mae_sr_agriculture,mae_lr_urban,mae_sr_urban,mae_lr_water,mae_sr_water,mae_lr_bare_soil,mae_sr_bare_soil
tile_0193,17.827999999999996,7.8279999999999985,13.827999999999998,False,False,False,35.43,64.57,0.0,0.0,0.0,50.0,40.0,20.0,50.0,5.0,5.0,5.0,10.0,20.0,5.0,14.57,4.57,44.56999999999999,14.569999999999993,5.0,5.0,5.0,10.0,20.0,5.0
tile_0194,17.168,16.168,18.168,False,False,False,24.58,75.42,0.0,0.0,0.0,50.0,40.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,25.42,15.420000000000002,45.42,45.42,5.0,5.0,5.0,10.0,5.0,5.0
tile_0195,29.536,21.536,16.536,False,False,False,26.16,73.84,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,10.0,0.0,10.0,25.0,15.0,48.84,23.84,73.84,48.84,0.0,10.0,0.0,10.0,25.0,15.0
tile_0196,21.259999999999998,14.26,9.26,False,False,False,46.85,53.15,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,28.15,3.1499999999999986,53.15,33.15,0.0,5.0,0.0,25.0,25.0,5.0
tile_0197,12.0,12.776,12.0,False,False,False,33.06,66.94,0.0,0.0,0.0,20.0,40.0,50.0,30.0,0.0,5.0,10.0,10.0,20.0,5.0,13.060000000000002,6.939999999999998,16.939999999999998,36.94,0.0,5.0,10.0,10.0,20.0,5.0
tile_0198,24.68,20.68,24.68,False,False,False,15.8,84.2,0.0,0.0,0.0,30.0,50.0,20.0,30.0,5.0,5.0,20.0,5.0,20.0,5.0,14.2,34.2,64.2,54.2,5.0,5.0,20.0,5.0,20.0,5.0
tile_0199,20.0,6.0,7.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0
tile_0200,20.0,21.0,10.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0
tile_0201,20.0,,21.0,False,True,False,0.0,0.0,0.0,0.0,0.0,50.0,,20.0,,5.0,,20.0,,5.0,,50.0,,20.0,,5.0,,20.0,,5.0,
tile_0202,13.868,9.868,9.868,False,False,False,65.33,34.67,0.0,0.0,0.0,75.0,75.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,5.0,9.670000000000002,9.670000000000002,34.67,24.67,0.0,0.0,0.0,10.0,25.0,5.0
tile_0203,15.195999999999998,7.0,10.0,False,False,False,82.99,17.01,0.0,0.0,0.0,50.0,75.0,20.0,0.0,5.0,0.0,10.0,10.0,25.0,0.0,32.989999999999995,7.989999999999995,2.9899999999999984,17.01,5.0,0.0,10.0,10.0,25.0,0.0
tile_0204,10.0,8.0,4.668000000000001,False,False,False,94.17,5.83,0.0,0.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,5.0,19.17,19.17,5.83,5.83,0.0,0.0,0.0,10.0,25.0,5.0
tile_0205,28.284,27.284,18.284,False,False,False,9.29,90.71,0.0,0.0,0.0,40.0,40.0,20.0,20.0,5.0,5.0,20.0,25.0,15.0,5.0,30.71,30.71,70.71,70.71,5.0,5.0,20.0,25.0,15.0,5.0
tile_0206,34.083999999999996,14.083999999999998,20.083999999999996,False,False,False,14.79,85.21,0.0,0.0,0.0,50.0,30.0,0.0,50.0,0.0,0.0,0.0,10.0,50.0,10.0,35.21,15.21,85.21,35.209999999999994,0.0,0.0,0.0,10.0,50.0,10.0
tile_0207,10.1,8.1,7.1,False,False,False,70.25,29.75,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,15.0,5.0,20.25,20.25,0.25,0.25,5.0,5.0,10.0,10.0,15.0,5.0
tile_0208,10.000000000000002,16.648000000000003,15.648000000000001,False,False,False,91.62,8.38,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,16.620000000000005,41.620000000000005,8.38,21.619999999999997,0.0,5.0,0.0,10.0,25.0,5.0
tile_0209,10.0,20.0,16.0,False,False,False,100.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,25.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0
tile_0210,11.156,17.156,12.156,False,False,False,39.61,60.39,0.0,0.0,0.0,50.0,50.0,30.0,20.0,5.0,5.0,5.0,25.0,5.0,5.0,10.39,10.39,30.39,40.39,5.0,5.0,5.0,25.0,5.0,5.0
tile_0211,36.336,22.336000000000002,22.336000000000002,False,False,False,9.16,90.84,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,40.84,30.84,90.84,60.84,0.0,5.0,0.0,10.0,50.0,5.0
tile_0212,24.451999999999998,26.451999999999998,20.451999999999998,False,False,False,18.87,81.13,0.0,0.0,0.0,60.0,60.0,20.0,20.0,5.0,5.0,5.0,10.0,10.0,15.0,41.129999999999995,41.129999999999995,61.129999999999995,61.129999999999995,5.0,5.0,5.0,10.0,10.0,15.0
tile_0213,25.448,18.448,19.448,False,False,False,36.38,63.62,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,13.619999999999997,13.619999999999997,63.62,43.62,0.0,5.0,0.0,25.0,50.0,5.0
tile_0214,10.644,14.644,14.644,False,False,False,63.39,36.61,0.0,0.0,0.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,16.61,11.61,36.61,36.61,0.0,0.0,0.0,15.0,0.0,10.0
tile_0215,36.296,29.296,22.296,False,False,False,9.26,90.74,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,65.74,40.74,90.74,70.74,0.0,5.0,0.0,25.0,25.0,5.0
tile_0216,34.0,37.0,40.0,False,False,False,0.0,100.0,0.0,0.0,0.0,50.0,50.0,20.0,,5.0,5.0,10.0,20.0,25.0,10.0,50.0,50.0,80.0,100.0,5.0,5.0,10.0,20.0,25.0,10.0
tile_0217,10.0,11.0,18.0,False,False,False,100.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,25.0,0.0,0.0,0.0,5.0,25.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,5.0,25.0,0.0
tile_0218,22.0,20.0,10.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0
tile_0219,22.0,22.0,32.0,False,False,False,100.0,0.0,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,25.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,25.0
tile_0220,32.772000000000006,20.772000000000002,20.772000000000002,False,False,False,18.07,81.93,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,20.0,50.0,5.0,31.93,21.93,81.93,51.93000000000001,0.0,5.0,0.0,20.0,50.0,5.0
tile_0221,25.656,11.656,12.656,False,False,False,35.86,64.14,0.0,0.0,0.0,75.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,39.14,4.140000000000001,64.14,34.14,0.0,5.0,0.0,10.0,25.0,5.0
tile_0222,22.496000000000002,16.496000000000002,9.496,False,False,False,43.76,56.24,0.0,0.0,0.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,31.240000000000002,16.240000000000002,56.24,36.24,0.0,5.0,0.0,10.0,25.0,15.0
tile_0223,28.344,16.344,15.344,False,False,False,29.14,70.86,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,45.86,20.86,70.86,40.86,0.0,5.0,0.0,10.0,25.0,5.0
tile_0224,31.336000000000002,30.336000000000002,30.336000000000002,False,False,False,1.66,98.34,0.0,0.0,0.0,50.0,50.0,20.0,25.0,5.0,0.0,5.0,25.0,20.0,5.0,48.34,48.34,78.34,73.34,5.0,0.0,5.0,25.0,20.0,5.0
tile_0225,8.0,8.0,7.0,False,False,False,68.87,31.13,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,10.0,10.0,5.0,5.0,18.870000000000005,18.870000000000005,1.129999999999999,1.129999999999999,5.0,5.0,10.0,10.0,5.0,5.0
tile_0226,10.0,22.0,19.0,False,False,False,100.0,0.0,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,5.0,0.0,25.0,25.0,5.0,25.0,50.0,0.0,25.0,0.0,5.0,0.0,25.0,25.0,5.0
tile_0227,10.632,10.0,5.368,False,False,False,73.42,26.58,0.0,0.0,0.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,1.5799999999999983,13.420000000000002,26.58,6.579999999999998,0.0,5.0,0.0,10.0,25.0,15.0
tile_0228,20.0,11.0,6.536000000000001,False,False,False,53.66,46.34,0.0,0.0,0.0,50.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,50.0,5.0,3.6599999999999966,3.6599999999999966,46.34,21.340000000000003,0.0,0.0,0.0,25.0,50.0,5.0
tile_0229,22.583999999999996,16.583999999999996,16.583999999999996,False,False,False,28.54,71.46,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,10.0,10.0,25.0,5.0,21.46,21.46,51.459999999999994,41.459999999999994,5.0,5.0,10.0,10.0,25.0,5.0
tile_0230,18.988,11.0,8.0,False,False,False,52.53,47.47,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,5.0,22.47,2.530000000000001,47.47,22.47,0.0,0.0,0.0,25.0,25.0,5.0
tile_0231,4.348000000000001,10.0,7.0,False,False,False,79.13,20.87,0.0,0.0,0.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,0.8700000000000045,4.1299999999999955,20.87,20.87,0.0,0.0,0.0,10.0,0.0,15.0
tile_0232,16.512,,22.512,False,True,False,43.72,56.28,0.0,0.0,0.0,50.0,,20.0,,5.0,,10.0,,25.0,,6.280000000000001,,36.28,,5.0,,10.0,,25.0,
tile_0233,14.372000000000003,20.372000000000003,17.372000000000003,False,False,False,31.57,68.43,0.0,0.0,0.0,50.0,50.0,30.0,20.0,5.0,5.0,5.0,25.0,5.0,5.0,18.43,18.43,38.43000000000001,48.43000000000001,5.0,5.0,5.0,25.0,5.0,5.0
tile_0234,22.316000000000003,18.316000000000003,25.516000000000002,False,False,False,24.21,75.79,0.0,0.0,0.0,50.0,50.0,20.0,30.0,5.0,5.0,5.0,10.0,20.0,5.0,25.79,25.79,55.790000000000006,45.790000000000006,5.0,5.0,5.0,10.0,20.0,5.0
tile_0235,33.732,32.732,39.732,False,False,False,0.67,99.33,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,49.33,49.33,79.33,79.33,5.0,5.0,10.0,25.0,25.0,5.0
tile_0236,14.0,13.0,,False,False,True,78.71,21.29,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,28.709999999999994,28.709999999999994,1.2899999999999991,1.2899999999999991,5.0,5.0,10.0,25.0,25.0,5.0
tile_0237,14.0,20.0,20.0,False,False,False,66.1,33.9,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,25.0,25.0,25.0,16.099999999999994,16.099999999999994,13.899999999999999,33.9,5.0,0.0,10.0,25.0,25.0,25.0
tile_0238,20.0,17.0,13.0,False,False,False,78.41,21.59,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,5.0,0.0,20.0,50.0,10.0,28.409999999999997,28.409999999999997,21.59,21.59,0.0,5.0,0.0,20.0,50.0,10.0
tile_0239,24.056,17.056,14.056000000000001,False,False,False,39.86,60.14,0.0,0.0,0.0,50.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,50.0,5.0,10.14,10.14,60.14,40.14,0.0,5.0,0.0,25.0,50.0,5.0
tile_0240,27.812,15.812000000000001,12.812000000000001,False,False,False,30.47,69.53,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,44.53,19.53,69.53,39.53,0.0,5.0,0.0,10.0,25.0,5.0
tile_0241,13.0,8.0,7.0,False,False,False,69.94,30.06,0.0,0.0,0.0,60.0,50.0,10.0,30.0,5.0,5.0,5.0,10.0,25.0,5.0,9.939999999999998,19.939999999999998,20.06,0.05999999999999872,5.0,5.0,5.0,10.0,25.0,5.0
tile_0242,24.419999999999998,24.419999999999998,6.419999999999999,False,False,False,38.95,61.05,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,36.05,11.049999999999997,61.05,61.05,0.0,0.0,0.0,25.0,25.0,25.0
tile_0243,31.648000000000003,19.648000000000003,18.648000000000003,False,False,False,20.88,79.12,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,54.120000000000005,29.12,79.12,49.120000000000005,0.0,5.0,0.0,10.0,25.0,5.0
tile_0244,14.0,12.0,4.476,False,False,False,71.19,28.81,0.0,0.0,0.0,50.0,50.0,20.0,25.0,5.0,5.0,10.0,25.0,25.0,5.0,21.189999999999998,21.189999999999998,8.809999999999999,3.8099999999999987,5.0,5.0,10.0,25.0,25.0,5.0
tile_0245,10.0,6.0,11.468,False,False,False,86.17,13.83,0.0,0.0,0.0,75.0,75.0,0.0,10.0,0.0,0.0,0.0,10.0,25.0,5.0,11.170000000000002,11.170000000000002,13.83,3.83,0.0,0.0,0.0,10.0,25.0,5.0
tile_0246,29.880000000000003,29.880000000000003,19.880000000000003,False,False,False,25.3,74.7,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,24.7,24.7,74.7,74.7,0.0,0.0,0.0,20.0,50.0,30.0
tile_0247,32.244,32.244,24.244,False,False,False,19.39,80.61,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,30.0,30.61,30.61,80.61,80.61,0.0,0.0,0.0,20.0,50.0,30.0
tile_0248,17.208000000000002,5.208000000000001,5.208000000000001,False,False,False,56.98,43.02,0.0,0.0,0.0,75.0,60.0,0.0,30.0,0.0,5.0,0.0,5.0,25.0,0.0,18.020000000000003,3.020000000000003,43.02,13.020000000000003,0.0,5.0,0.0,5.0,25.0,0.0
tile_0249,17.663999999999998,11.663999999999998,9.663999999999998,False,False,False,55.84,44.16,0.0,0.0,0.0,75.0,60.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,19.159999999999997,4.159999999999997,44.16,24.159999999999997,0.0,5.0,0.0,10.0,25.0,15.0
tile_0250,20.0,16.48,13.88,False,False,False,57.8,42.2,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,17.0,50.0,6.0,7.799999999999997,17.200000000000003,42.2,42.2,0.0,0.0,0.0,17.0,50.0,6.0
tile_0251,20.0,9.999999999999998,9.652,False,False,False,84.13,15.87,0.0,0.0,0.0,50.0,75.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,15.0,34.129999999999995,9.129999999999995,15.87,15.87,0.0,0.0,0.0,10.0,50.0,15.0
tile_0252,24.68,12.680000000000001,12.680000000000001,False,False,False,38.3,61.7,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,36.7,11.700000000000003,61.7,31.700000000000003,0.0,5.0,0.0,10.0,25.0,5.0
tile_0253,33.532,29.532,27.532,False,False,False,1.17,98.83,0.0,0.0,0.0,50.0,50.0,20.0,25.0,5.0,0.0,10.0,0.0,25.0,25.0,48.83,48.83,78.83,73.83,5.0,0.0,10.0,0.0,25.0,25.0
tile_0254,11.180000000000001,13.180000000000001,19.18,False,False,False,87.95,12.05,0.0,0.0,0.0,60.0,60.0,20.0,20.0,5.0,5.0,5.0,10.0,10.0,15.0,27.950000000000003,27.950000000000003,7.949999999999999,7.949999999999999,5.0,5.0,5.0,10.0,10.0,15.0
tile_0255,27.668,19.668,13.668000000000001,False,False,False,30.83,69.17,0.0,0.0,0.0,50.0,50.0,0.0,25.0,0.0,5.0,0.0,25.0,50.0,5.0,19.17,19.17,69.17,44.17,0.0,5.0,0.0,25.0,50.0,5.0
tile_0256,27.727999999999998,28.727999999999998,31.727999999999998,False,False,False,10.68,89.32,0.0,0.0,0.0,60.0,50.0,20.0,20.0,5.0,5.0,5.0,25.0,10.0,5.0,49.32,39.32,69.32,69.32,5.0,5.0,5.0,25.0,10.0,5.0
tile_0257,28.363999999999997,19.363999999999997,12.0,False,False,False,21.59,78.41,0.0,0.0,0.0,60.0,40.0,10.0,30.0,5.0,5.0,5.0,20.0,25.0,5.0,38.41,18.41,68.41,48.41,5.0,5.0,5.0,20.0,25.0,5.0
tile_0258,21.627999999999997,17.627999999999997,17.627999999999997,False,False,False,25.93,74.07,0.0,0.0,0.0,50.0,40.0,25.0,30.0,10.0,10.0,10.0,10.0,15.0,10.0,24.07,14.07,49.06999999999999,44.06999999999999,10.0,10.0,10.0,10.0,15.0,10.0
tile_0259,25.476,7.475999999999999,13.475999999999999,False,False,False,36.31,63.69,0.0,0.0,0.0,75.0,40.0,0.0,50.0,0.0,5.0,0.0,10.0,25.0,5.0,38.69,3.6899999999999977,63.69,13.689999999999998,0.0,5.0,0.0,10.0,25.0,5.0
tile_0260,21.872000000000003,22.872000000000003,17.872000000000003,False,False,False,25.32,74.68,0.0,0.0,0.0,60.0,50.0,20.0,20.0,5.0,5.0,5.0,25.0,10.0,5.0,34.68,24.68,54.68000000000001,54.68000000000001,5.0,5.0,5.0,25.0,10.0,5.0
tile_0261,36.04,22.04,22.04,False,False,False,9.9,90.1,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,40.1,30.1,90.1,60.099999999999994,0.0,5.0,0.0,10.0,50.0,5.0
tile_0262,12.751999999999999,12.0,7.0,False,False,False,68.12,31.88,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,10.0,25.0,15.0,6.8799999999999955,18.120000000000005,31.88,11.879999999999999,0.0,5.0,0.0,10.0,25.0,15.0
tile_0263,20.668,8.668000000000001,8.668000000000001,False,False,False,48.33,51.67,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,26.67,1.6700000000000017,51.67,21.67,0.0,5.0,0.0,10.0,25.0,5.0
tile_0264,29.74,21.74,16.74,False,False,False,25.65,74.35,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,5.0,0.0,25.0,25.0,5.0,49.35,24.35,74.35,49.349999999999994,0.0,5.0,0.0,25.0,25.0,5.0
tile_0265,24.708000000000002,17.708000000000002,11.708000000000002,False,False,False,38.23,61.77,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,36.77,11.770000000000003,61.77,41.77,0.0,5.0,0.0,25.0,25.0,5.0
tile_0266,19.468,20.468,11.468,False,False,False,41.33,58.67,0.0,0.0,0.0,80.0,75.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,38.67,33.67,58.67,53.67,0.0,0.0,0.0,15.0,0.0,0.0
tile_0267,10.272000000000002,10.999999999999998,7.999999999999998,False,False,False,64.32,35.68,0.0,0.0,0.0,80.0,60.0,0.0,20.0,0.0,5.0,0.0,25.0,0.0,5.0,15.680000000000007,4.319999999999993,35.68,15.68,0.0,5.0,0.0,25.0,0.0,5.0
tile_0268,4.0,11.0,5.0,False,False,False,100.0,0.0,0.0,0.0,0.0,80.0,75.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,25.0,0.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0
tile_0269,20.0,12.0,5.451999999999999,False,False,False,73.87,26.13,0.0,0.0,0.0,50.0,60.0,0.0,10.0,0.0,0.0,0.0,10.0,50.0,20.0,23.870000000000005,13.870000000000005,26.13,16.13,0.0,0.0,0.0,10.0,50.0,20.0
tile_0270,25.588,17.588,15.588,False,False,False,36.03,63.97,0.0,0.0,0.0,50.0,50.0,0.0,25.0,0.0,5.0,25.0,25.0,25.0,5.0,13.969999999999999,13.969999999999999,63.97,38.97,0.0,5.0,25.0,25.0,25.0,5.0
tile_0271,31.248,17.248,18.248,False,False,False,21.88,78.12,0.0,0.0,0.0,50.0,40.0,0.0,30.0,0.0,5.0,0.0,10.0,50.0,5.0,28.12,18.12,78.12,48.120000000000005,0.0,5.0,0.0,10.0,50.0,5.0
tile_0272,20.992,21.992,21.992,False,False,False,27.52,72.48,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,5.0,25.0,20.0,5.0,22.48,22.48,52.480000000000004,52.480000000000004,5.0,5.0,5.0,25.0,20.0,5.0
tile_0273,28.387999999999998,16.387999999999998,15.388,False,False,False,29.03,70.97,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,45.97,20.97,70.97,40.97,0.0,5.0,0.0,10.0,25.0,5.0
tile_0274,40.0,31.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,75.0,40.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,75.0,40.0,100.0,80.0,0.0,5.0,0.0,25.0,25.0,5.0
tile_0275,40.0,20.0,20.0,False,False,False,0.0,100.0,0.0,0.0,0.0,75.0,20.0,0.0,50.0,0.0,10.0,0.0,10.0,25.0,10.0,75.0,20.0,100.0,50.0,0.0,10.0,0.0,10.0,25.0,10.0
tile_0276,29.168,21.168,17.168,False,False,False,27.08,72.92,0.0,0.0,0.0,75.0,50.0,0.0,25.0,0.0,5.0,0.0,25.0,25.0,5.0,47.92,22.92,72.92,47.92,0.0,5.0,0.0,25.0,25.0,5.0
tile_0277,18.296,8.0,8.0,False,False,False,54.26,45.74,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,20.740000000000002,4.259999999999998,45.74,15.740000000000002,0.0,5.0,0.0,10.0,25.0,5.0
tile_0278,10.575999999999999,11.575999999999999,5.0,False,False,False,41.06,58.94,0.0,0.0,0.0,50.0,50.0,30.0,30.0,5.0,5.0,5.0,10.0,5.0,5.0,8.939999999999998,8.939999999999998,28.939999999999998,28.939999999999998,5.0,5.0,5.0,10.0,5.0,5.0
tile_0279,32.227999999999994,20.227999999999998,13.227999999999998,False,False,False,19.43,80.57,0.0,0.0,0.0,75.0,50.0,0.0,30.0,0.0,5.0,0.0,10.0,25.0,5.0,55.57,30.57,80.57,50.56999999999999,0.0,5.0,0.0,10.0,25.0,5.0
tile_0280,14.0,20.0,7.0,False,False,False,52.82,47.18,0.0,0.0,0.0,50.0,50.0,20.0,0.0,5.0,0.0,10.0,10.0,25.0,40.0,2.8200000000000003,2.8200000000000003,27.18,47.18,5.0,0.0,10.0,10.0,25.0,40.0
tile_0281,16.712,15.712,13.712,False,False,False,86.78,13.22,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,25.0,25.0,5.0,36.78,36.78,6.779999999999999,6.779999999999999,5.0,5.0,10.0,25.0,25.0,5.0
tile_0282,18.5,16.5,11.5,False,False,False,38.75,61.25,0.0,0.0,0.0,50.0,50.0,20.0,20.0,5.0,5.0,10.0,10.0,25.0,15.0,11.25,11.25,41.25,41.25,5.0,5.0,10.0,10.0,25.0,15.0
tile_0283,16.96,13.960000000000003,13.960000000000003,False,False,False,35.1,64.9,0.0,0.0,0.0,50.0,60.0,25.0,30.0,5.0,5.0,5.0,5.0,20.0,0.0,14.899999999999999,24.9,39.900000000000006,34.900000000000006,5.0,5.0,5.0,5.0,20.0,0.0
tile_0284,27.127999999999997,20.127999999999997,14.127999999999997,False,False,False,32.18,67.82,0.0,0.0,0.0,75.0,50.0,0.0,20.0,0.0,5.0,0.0,25.0,25.0,5.0,42.82,17.82,67.82,47.81999999999999,0.0,5.0,0.0,25.0,25.0,5.0
